Listing ID,Title,Description,Price,Sq Ft Price,Summary
cardid73865601,5 BHK Villa for Sale in Old Mahabalipuram Road Chennai Chennai,Null,₹ 1.90 Cr,"₹5,938 per sqft",CARPET AREA 3200 sqft STATUS Ready to Move TRANSACTION Resale
cardid72316021,2 BHK Builder Floor for Sale in Iyyappanthangal Chennai,"HANNAH FOUNDATIONS has launched ""HANNAHâ??S ELIM"" PROJECT in Iyyappanthangal, Chennai. Â Iyyappanthangal is a promising location in Chennai and this is one of the finest property in the area. The project was launched in November 2023. It offers Customized Flats with Popular configurations include 2 BHK, 3 BHK units. As per the area plan, units are in the size range of 523 â?? 1065 sq.ft. There are 5 units in Hannahâ??s ELIM. The possession date is SEPTEMBER, 2024. The address of Hannahâ??s ELIM located in Kattupakkam, Iyyappanthangal, 1km from Bus Depot.",₹ 67.7 Lac,"₹7,000 per sqft",CARPET AREA 679 sqft UNDER CONSTRUCTION Poss. by Dec '24 TRANSACTION New Property
cardid73354777,Plot/Land for Sale in Ponmar Chennai,Null,₹ 57.6 Lac,"₹3,200 per sqft",PLOT AREA 1800 sqft DIMENSIONS (L X B) 60 X 30 OWNERSHIP Freehold
cardid73404905,Plot/Land for Sale in Madhavaram Chennai,Null,₹ 15 Lac,"₹2,000 per sqft",PLOT AREA 750 sqft DIMENSIONS (L X B) 30 X 25 OWNERSHIP Freehold
cardid74250169,2 BHK Apartment for Sale in Ullagaram Madipakkam Chennai,Null,₹ 71.3 Lac,"₹8,295 per sqft",CARPET AREA 840 sqft UNDER CONSTRUCTION Poss. by Apr '25 FLOOR 3 out of 3
cardid74320957,2 BHK Apartment for Sale in Mylapore Chennai,Null,₹ 65 Lac,"₹10,656 per sqft",CARPET AREA 600 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid73877097,2 BHK House for Sale in Tambaram Chennai,"Ready to Move Condition land with building Rate 4,000 Per sq.ft very lowest price in compare to other competitor",₹ 52 Lac,"₹4,000 per sqft",SUPER AREA 1300 sqft STATUS Ready to Move TRANSACTION New Property
cardid74310313,Plot/Land for Sale in Avadi Chennai,Null,₹ 20 Lac,"₹2,850 per sqft",PLOT AREA 701 sqft DIMENSIONS (L X B) 26.96 X 26 OWNERSHIP Freehold
cardid72188677,2 BHK Apartment for Sale in Thaiyur Chennai,2BHK2Bath1009 Sq.ft.North facing2BHK woodwork done1 Covered Car park14th floor,₹ 41 Lac,"₹3,864 per sqft",CARPET AREA 900 sqft STATUS Ready to Move FLOOR 11 out of 17
cardid74265361,3 BHK Apartment for Sale in Pudupakkam Chennai,Null,₹ 1.10 Cr,"₹6,373 per sqft",CARPET AREA 900 sqft STATUS Ready to Move FLOOR 4 out of 14
cardid74182623,3 BHK Villa for Sale in Nellikuppam Road Chennai,Null,₹ 1 Cr,"₹5,682 per sqft",CARPET AREA 1760 sqft STATUS Ready to Move TRANSACTION New Property
cardid74278989,Plot/Land for Sale in Avadi Chennai,Null,₹ 22.8 Lac,"₹2,850 per sqft",PLOT AREA 800 sqft DIMENSIONS (L X B) 36 X 22.22 OWNERSHIP Freehold
cardid73176427,2 BHK Apartment for Sale in Kolathur Chennai,Null,₹ 59.4 Lac,"₹6,000 per sqft",CARPET AREA 850 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid71498113,3 BHK Apartment for Sale in Tambaram Chennai,"West facing, vastu complaint, Ready to move",₹ 85 Lac,"₹5,487 per sqft",SUPER AREA 1549 sqft STATUS Ready to Move FLOOR 1 out of 1
cardid74139685,2 BHK Apartment for Sale in Kasbapuram Chennai,Null,₹ 45 Lac,"₹5,233 per sqft",CARPET AREA 760 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid71811801,2 BHK Apartment for Sale in Adambakkam Chennai,Null,₹ 39 Lac,"₹6,000 per sqft",CARPET AREA 550 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid74075613,3 BHK House for Sale in TTS Nagar Thiruverkadu Chennai,Null,₹ 83 Lac,"₹5,533 per sqft",CARPET AREA 1200 sqft STATUS Ready to Move FLOOR 1 out of 1
cardid74311233,8 BHK House for Sale in Poonamallee Chennai,Null,₹ 1.60 Cr,"₹4,122 per sqft",CARPET AREA 3156 sqft STATUS Ready to Move TRANSACTION Resale
cardid64899537,2 BHK Builder Floor for Sale in Perumbakkam Chennai,Null,₹ 49 Lac,"₹5,833 per sqft",SUPER AREA 840 sqft STATUS Ready to Move FLOOR 2 out of 5
cardid73641013,5 BHK House for Sale in KK Nagar Chennai,Null,₹ 2.70 Cr,"₹10,000 per sqft",CARPET AREA 2500 sqft STATUS Ready to Move TRANSACTION Resale
cardid72966479,Plot/Land for Sale in TNHB Chennai,Null,₹ 50.4 Lac,"₹6,000 per sqft",PLOT AREA 840 sqft DIMENSIONS (L X B) 21 X 40 OWNERSHIP Freehold
cardid74236073,2 BHK Villa for Sale in Thandalam Chennai,Null,₹ 35 Lac,"₹3,302 per sqft",CARPET AREA 950 sqft STATUS Ready to Move TRANSACTION Resale
cardid74234733,Plot/Land for Sale in Akkarai Chennai,Null,₹ 3.10 Cr,"₹10,000 per sqft",PLOT AREA 3100 sqft DIMENSIONS (L X B) 45 X 68.89 OWNERSHIP Freehold
cardid74279913,Plot/Land for Sale in Chettipunyam Chennai,Null,₹ 37.5 Lac,"₹2,500 per sqft",PLOT AREA 1500 sqft DIMENSIONS (L X B) 46.88 X 32 OWNERSHIP Freehold
cardid72365395,4 BHK House for Sale in Akkarai Chennai,Null,₹ 7.25 Cr,"₹18,125 per sqft",SUPER AREA 4000 sqft STATUS Ready to Move FLOOR Ground out of 3 TRANSACTION Resale FURNISHING Semi-Furnished FACING North
cardid71448705,3 BHK House for Sale in Thiruninravur Chennai,Null,₹ 49.5 Lac,"₹4,954 per sqft",SUPER AREA 1000 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid68896463,2 BHK Apartment for Sale in Padur Chennai,Null,₹ 39 Lac,Null,STATUS Ready to Move FLOOR 5 out of 11 TRANSACTION Resale FURNISHING Semi-Furnished FACING North - West OVERLOOKING Pool
cardid64770985,1 BHK House for Sale in Vaiyavoor Chennai,Null,₹ 29 Lac,"₹4,833 per sqft",CARPET AREA 600 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid74317933,3 BHK Apartment for Sale in Nolambur Chennai,Null,₹ 78.5 Lac,"₹5,639 per sqft",SUPER AREA 1392 sqft STATUS Ready to Move FLOOR 1 out of 4 TRANSACTION Resale FURNISHING Semi-Furnished FACING West
cardid73009705,3 BHK Villa for Sale in Kolapakkam Chennai,Null,₹ 1.35 Cr,"₹14,211 per sqft",SUPER AREA 950 sqft STATUS Ready to Move TRANSACTION Resale
cardid73521079,3 BHK Apartment for Sale in Thoraipakkam Chennai,"3 bed 3 bath 2 balconies 1 reserved car parking, living area 903 sq.ft common space 144 sq.ft, wooden cabinets, good ventilation and direct sunlight as all three sides are exposed to open air. Good value for money high UDS 582.78 sq. ft., Not a high raised building with only 4 levels floors only. Live and enjoy or tenant, high rental potential, tenanted as surrounded by IT park and other business houses. other inhouse facilities include a swimming pool, Gym, security, 24hrs water, stores inside",₹ 69 Lac,"₹6,590 per sqft",SUPER AREA 1047 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid72731943,2 BHK Apartment for Sale in Ram Nagar Ambattur Chennai,Null,₹ 50 Lac,"₹6,289 per sqft",CARPET AREA 795 sqft STATUS Ready to Move FLOOR 1 out of 2 TRANSACTION Resale FURNISHING Unfurnished FACING North
cardid74265437,4 BHK Apartment for Sale in Porur Chennai,Null,₹ 2.85 Cr,"₹13,243 per sqft",CARPET AREA 1755 sqft STATUS Ready to Move FLOOR 12 out of 12 TRANSACTION Resale FURNISHING Furnished FACING South
cardid71413243,3 BHK Apartment for Sale in Nelson Manickam Road Chennai,Null,₹ 2.66 Cr,Null,CARPET AREA 2052 sqft STATUS Ready to Move FLOOR 9 out of 12 TRANSACTION Resale FURNISHING Furnished BATHROOM 3
cardid70687659,Plot/Land for Sale in Melanur Chennai,Null,₹ 10.7 Lac,₹550 per sqft,PLOT AREA 1950 sqft DIMENSIONS (L X B) 65 X 30 OWNERSHIP Freehold TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 1 OPEN SIDES 2
cardid74203077,2 BHK Apartment for Sale in Kamaraj Nagar Semmancheri Chennai,Null,₹ 1.50 Cr,"₹11,538 per sqft",CARPET AREA 1150 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid74259073,Plot/Land for Sale in West Mambalam Chennai,Null,₹ 7.50 Cr,"₹19,133 per sqft",PLOT AREA 3920 sqft DIMENSIONS (L X B) 40 X 98 OWNERSHIP Freehold
cardid69717097,2 BHK Apartment for Sale in Kattupakkam Chennai,Null,₹ 55 Lac,Null,CARPET AREA 829 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid66107869,Plot/Land for Sale in Athipet Chennai,Null,₹ 98 Lac,"₹5,062 per sqft",PLOT AREA 1936 sqft DIMENSIONS (L X B) 19.69 X 10.94 OWNERSHIP Freehold
cardid72678863,3 BHK Apartment for Sale in Parthasarathy Nagar Adambakkam Chennai,Null,₹ 1.70 Cr,"₹10,000 per sqft",CARPET AREA 1400 sqft STATUS Ready to Move FLOOR 1 out of 13
cardid74200705,Plot/Land for Sale in Vinayakapuram Lakshmipuram Chennai,Null,₹ 80 Lac,"₹6,667 per sqft",PLOT AREA 1200 sqft DIMENSIONS (L X B) 60 X 20 OWNERSHIP Power Of Attorney
cardid73915631,Plot/Land for Sale in Avadi Chennai,Null,₹ 45 Lac,"₹3,000 per sqft",PLOT AREA 1500 sqft DIMENSIONS (L X B) 50 X 30 OWNERSHIP Freehold
cardid71471533,1 BHK Apartment for Sale in Guduvancheri Chennai,Null,₹ 19 Lac,"₹4,025 per sqft",SUPER AREA 472 sqft STATUS Ready to Move FLOOR 1 out of 4
cardid67982969,Plot/Land for Sale in Thirumullaivoyal Chennai,Null,₹ 1.25 Cr,"₹3,634 per sqft",PLOT AREA 3440 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid74263589,2 BHK Apartment for Sale in Rajalakshmi Nagar Velachery Chennai,Null,₹ 80 Lac,"₹8,421 per sqft",CARPET AREA 850 sqft STATUS Ready to Move FLOOR 1 out of 1 TRANSACTION Resale FURNISHING Unfurnished FACING East
cardid74264599,Plot/Land for Sale in Irandam Kattalai Chennai,Null,₹ 22.09 Cr,"₹6,314 per sqft",PLOT AREA 35000 sqft DIMENSIONS (L X B) 340 X 116.47 OWNERSHIP Freehold
cardid73372955,2 BHK Builder Floor for Sale in Kolapakkam Chennai,Null,₹ 48 Lac,"₹6,732 per sqft",SUPER AREA 713 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid72578927,2 BHK Apartment for Sale in Old Mahabalipuram Road Chennai Chennai,Null,₹ 39 Lac,Null,CARPET AREA 1012 sqft STATUS Ready to Move FLOOR Upper Basement out of 3
cardid71494195,1 BHK Apartment for Sale in Kaveri Nagar Chennai,Null,₹ 32 Lac,"₹5,128 per sqft",SUPER AREA 624 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid71922087,2 BHK Builder Floor for Sale in Kalakshetra Colony Chennai,Null,₹ 1.39 Cr,"₹13,790 per sqft",SUPER AREA 1008 sqft UNDER CONSTRUCTION Poss. by Aug '24 FLOOR 1 out of 3
cardid68143115,4 BHK Villa for Sale in Kanathur Chennai,Null,₹ 1.19 Cr,"₹6,761 per sqft",CARPET AREA 1010 sqft STATUS Ready to Move TRANSACTION Resale
cardid73094883,Plot/Land for Sale in Madambakkam Chennai,Null,₹ 70 Lac,"₹6,272 per sqft",PLOT AREA 1116 sqft TRANSACTION Resale
cardid74295141,1 BHK Apartment for Sale in Villivakkam Chennai,Null,₹ 28 Lac,"₹5,091 per sqft",CARPET AREA 550 sqft STATUS Ready to Move FLOOR 1 out of 1 TRANSACTION Resale FURNISHING Semi-Furnished OWNERSHIP Freehold
cardid73657637,Plot/Land for Sale in Kelambakkam Chennai,Null,₹ 38 Lac,"₹4,750 per sqft",PLOT AREA 800 sqft DIMENSIONS (L X B) 40 X 20 OWNERSHIP Freehold
cardid73645841,Plot/Land for Sale in Nandivaram main Rd Chennai,Null,₹ 21 Lac,"₹2,100 per sqft",PLOT AREA 1000 sqft DIMENSIONS (L X B) 4 X 25 OWNERSHIP Freehold
cardid73693613,2 BHK Apartment for Sale in Kundrathur Chennai,Null,₹ 35 Lac,"₹4,070 per sqft",SUPER AREA 860 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid73577681,2 BHK Builder Floor for Sale in Selaiyur Chennai,Null,₹ 65 Lac,"₹6,771 per sqft",CARPET AREA 850 sqft STATUS Ready to Move FLOOR 1 out of 1
cardid73642025,3 BHK House for Sale in Kallikuppam Chennai,Null,₹ 45 Lac,"₹5,625 per sqft",SUPER AREA 800 sqft STATUS Ready to Move TRANSACTION Resale
cardid72449015,Plot/Land for Sale in Ayyapakkam Chennai,Null,₹ 1.55 Cr,"₹6,000 per sqft",PLOT AREA 2587 sqft DIMENSIONS (L X B) 52 X 49.75 OWNERSHIP Freehold
cardid54355881,3 BHK Apartment for Sale in Besant Nagar Chennai,Null,₹ 2.43 Cr,"₹18,000 per sqft",SUPER AREA 1350 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid73623523,3 BHK Apartment for Sale in Pudupakkam Chennai,"Provident Sangam This is a new upcoming futuristic prelaunch high rise residential apartments project situated in Kelambakkam, Chennai. Spanning across 5.5 acres this avant garde development by Provident Housing Limited",₹ 84 Lac,"₹6,000 per sqft",CARPET AREA 1300 sqft STATUS Ready to Move FLOOR 15 out of 16
cardid60613481,Plot/Land for Sale in Siruseri Chennai,Null,₹ 58 Lac,"₹4,265 per sqft",PLOT AREA 1360 sqft DIMENSIONS (L X B) 42 X 32.38 OWNERSHIP Freehold
cardid72939317,3 BHK Apartment for Sale in T Nagar Chennai,Residential flat resale East facing 4th Floor 3BHK Balcony Pooja room Covered car parking Semi furnished 10yeras old sale price 2.75Cr Negotiable,₹ 2.50 Cr,"₹15,509 per sqft",CARPET AREA 1500 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid74250509,2 BHK Villa for Sale in Poonamallee Chennai,Null,₹ 42 Lac,"₹6,364 per sqft",CARPET AREA 560 sqft STATUS Ready to Move TRANSACTION Resale
cardid74166783,Plot/Land for Sale in Nemilicheri Chennai,Null,₹ 16.3 Lac,"₹3,200 per sqft",PLOT AREA 510 sqft DIMENSIONS (L X B) 22 X 23.18 OWNERSHIP Freehold
cardid71823181,2 BHK Builder Floor for Sale in Muttukkaranchavadi Chennai,Null,₹ 84.5 Lac,"₹6,591 per sqft",CARPET AREA 1282 sqft STATUS Ready to Move FLOOR 3 out of 4
cardid74116417,Plot/Land for Sale in Ram Nagar South Chennai,Null,₹ 71.8 Lac,"₹6,200 per sqft",PLOT AREA 1158 sqft DIMENSIONS (L X B) 57.9 X 20 OWNERSHIP Freehold
cardid74137363,Plot/Land for Sale in Minjur Chennai,Null,₹ 10.2 Lac,₹189 per sqft,PLOT AREA 5400 sqft OWNERSHIP Power Of Attorney TRANSACTION Resale
cardid74141051,Plot/Land for Sale in Balaji Nagar Puzhal Chennai,Null,₹ 36.1 Lac,"₹4,200 per sqft",PLOT AREA 860 sqft DIMENSIONS (L X B) 21.5 X 40 OWNERSHIP Freehold
cardid74156199,2 BHK Apartment for Sale in Radha Nagar Chromepet Chennai,Null,₹ 38.8 Lac,"₹4,000 per sqft",CARPET AREA 850 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid72435353,2 BHK Apartment for Sale in Navalur Chennai,Null,₹ 85 Lac,"₹8,500 per sqft",CARPET AREA 1000 sqft STATUS Ready to Move FLOOR 19 out of 36 TRANSACTION Resale FURNISHING Unfurnished FACING East
cardid74017869,1 BHK Apartment for Sale in Indira Nagar Manapakkam Chennai,Null,₹ 45 Lac,"₹7,317 per sqft",CARPET AREA 513 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid73943999,3 BHK Apartment for Sale in Madambakkam Chennai,Null,₹ 1.70 Cr,"₹9,600 per sqft",CARPET AREA 1356 sqft UNDER CONSTRUCTION Poss. by Dec '25 FLOOR Ground out of 1
cardid68086367,2 BHK Apartment for Sale in Telephone Nagar Chennai,Null,₹ 57 Lac,"₹5,362 per sqft",SUPER AREA 1063 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid73107591,3 BHK Apartment for Sale in Shastri Nagar Adyar Chennai,Null,₹ 1.90 Cr,"₹9,387 per sqft",SUPER AREA 2024 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid72732367,Plot/Land for Sale in Kattupakkam Chennai,Null,₹ 1.25 Cr,"₹5,208 per sqft",PLOT AREA 2400 sqft DIMENSIONS (L X B) 60 X 40 OWNERSHIP Freehold TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 3 OPEN SIDES 1
cardid74033285,Plot/Land for Sale in Kelambakkam Chennai,Null,₹ 32.1 Lac,"₹3,499 per sqft",PLOT AREA 916 sqft DIMENSIONS (L X B) 36 X 25.44 OWNERSHIP Freehold
cardid72180779,3 BHK Builder Floor for Sale in Kasturba Nagar Adyar Chennai,Null,₹ 2.61 Cr,"₹16,221 per sqft",SUPER AREA 1609 sqft UNDER CONSTRUCTION Poss. by Dec '24 FLOOR 1 out of 3
cardid67370111,3 BHK Apartment for Sale in Navalur Chennai,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,₹ 1.25 Cr,"₹7,916 per sqft",CARPET AREA 1576 sqft STATUS Ready to Move FLOOR 2 out of 19
cardid71139189,2 BHK Apartment for Sale in Mahindra World City Chennai,Null,₹ 55 Lac,"₹5,135 per sqft",CARPET AREA 1071 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid74154995,3 BHK Builder Floor for Sale in Nandanam Chennai,Null,₹ 3.25 Cr,"₹17,798 per sqft",CARPET AREA 1700 sqft STATUS Ready to Move FLOOR 4 out of 5
cardid71569545,2 BHK Apartment for Sale in Medavakkam Chennai,Null,₹ 39 Lac,"₹4,402 per sqft",SUPER AREA 886 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid74112129,Plot/Land for Sale in Perungudi Chennai,Null,₹ 60.5 Lac,"₹3,901 per sqft",PLOT AREA 1550 sqft DIMENSIONS (L X B) 50 X 31 OWNERSHIP Freehold
cardid74170077,2 BHK Apartment for Sale in Pallikaranai Chennai,Null,₹ 53 Lac,Null,CARPET AREA 957 sqft STATUS Ready to Move FLOOR 2 out of 2 TRANSACTION Resale FURNISHING Semi-Furnished OWNERSHIP Freehold
cardid72273789,3 BHK Apartment for Sale in Senneer Kuppam Chennai,Null,₹ 1.16 Cr,"₹6,824 per sqft",CARPET AREA 1500 sqft UNDER CONSTRUCTION Poss. by Feb '26 FLOOR 3 out of 5
cardid72690735,2 BHK Apartment for Sale in Vinayakapuram Lakshmipuram Chennai,Null,₹ 43.1 Lac,"₹6,100 per sqft",SUPER AREA 707 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid73936855,2 BHK Villa for Sale in Kelambakkam Chennai,Null,₹ 58.7 Lac,"₹6,519 per sqft",SUPER AREA 900 sqft UNDER CONSTRUCTION Poss. by Nov '24 TRANSACTION New Property
cardid71452673,1 BHK House for Sale in Guduvancheri Chennai,Null,₹ 55 Lac,"₹4,211 per sqft",CARPET AREA 1306 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid73481885,2 BHK Apartment for Sale in Thirumullaivoyal Chennai,Null,₹ 42 Lac,"₹4,615 per sqft",CARPET AREA 910 sqft STATUS Ready to Move FLOOR 1 out of 1 TRANSACTION Resale FURNISHING Unfurnished FACING East
cardid73516849,2 BHK Apartment for Sale in Manapakkam Chennai,Null,₹ 72 Lac,"₹6,261 per sqft",CARPET AREA 950 sqft STATUS Ready to Move FLOOR 2 out of 3 TRANSACTION Resale FURNISHING Unfurnished FACING South - East
cardid69431091,3 BHK Apartment for Sale in Porur Chennai,Null,₹ 96 Lac,"₹6,234 per sqft",CARPET AREA 1240 sqft STATUS Ready to Move FLOOR 1 out of 4
